ticker,company_name,year,market_cap,category,sector,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
539227,LOYAL EQUIPMENTS Ltd,2007,₹363 Cr,Micro Cap,"Machinery, Equipment & Components",₹340.10,2.63%,₹184.90,₹363.90,83.94%,-6.54%,₹333.29,₹303.19,₹263.17,1.14%,-0.58%,4.33%,53.23%,35.39%,57.27%,1033.67%,957.85%,933,"2,669","5,395","8,709","7,553",-89.29%,-69.35%,-38.05%,-87.65%,-64.66%,-28.57%,15.30%,0.1,₹331.40,34.42,9.88,9.59,3.02%
543595,EP Biocomposites Ltd,2020,₹17 Cr,Nano Cap,Homebuilding & Construction Supplies,₹120.00,8.11%,₹98.00,₹230.50,22.45%,-47.94%,₹109.13,₹115.34,₹142.38,17.07%,17.65%,-4.76%,-2.44%,-35.24%,-35.14%,,,"6,500","1,600","3,567","2,357","2,304",175.76%,-32.12%,51.31%,182.14%,-30.55%,54.82%,2.32%,2.8,₹111.00,19.58,6.13,6.84,-10.38%
539939,Yash Chemex Ltd,2006,₹54 Cr,Nano Cap,Chemicals,₹52.92,0.32%,₹39.20,₹59.50,35.00%,-11.06%,₹51.95,₹50.73,₹51.12,-0.43%,0.17%,8.00%,0.25%,10.23%,-2.47%,2.76%,-24.24%,193,"2,993","6,812","4,870","5,439",-96.04%,-38.55%,39.88%,-96.45%,-44.98%,25.23%,-10.47%,0.0,₹52.75,26.33,2.01,-0.37,-643.24%
524480,Riddhi Siddhi Gluco Biols Ltd,1990,₹406 Cr,Micro Cap,Food & Tobacco,₹615.00,2.08%,₹472.10,₹761.00,30.27%,-19.19%,₹575.26,₹574.98,₹587.57,6.10%,6.77%,4.44%,8.09%,3.47%,-9.27%,68.45%,137.64%,852,708,439,601,656,41.88%,17.83%,-26.90%,29.81%,7.81%,-33.12%,-8.51%,1.4,₹602.45,7.14,86.17,86.39,-0.25%
537326,Chemtech Industrial Valves Ltd,1997,₹219 Cr,Micro Cap,"Machinery, Equipment & Components",₹117.70,-0.21%,₹102.30,₹326.00,15.05%,-63.90%,₹122.61,₹129.08,₹171.79,0.56%,-1.09%,-10.77%,-13.68%,-40.44%,-37.81%,1101.02%,1399.36%,"6,786","17,808","15,443","15,143","23,730",-55.19%,17.60%,1.98%,-71.40%,-24.95%,-34.92%,-36.18%,0.4,₹117.95,27.08,4.37,3.81,14.70%
523207,Kokuyo Camlin Ltd,1946,"₹1,259 Cr",Small Cap,Professional & Commercial Services,₹120.10,0.46%,₹91.00,₹230.40,31.98%,-47.87%,₹127.81,₹119.57,₹125.29,-1.92%,-4.11%,-7.90%,8.64%,-2.40%,-22.57%,107.79%,130.08%,877,"21,078","28,505","20,869","14,234",-95.80%,1.01%,36.59%,-93.84%,48.09%,100.26%,46.61%,0.0,₹119.55,207.07,0.58,4.37,-86.73%
540843,Rithwik Facility Management Services Ltd,2010,₹50 Cr,Nano Cap,Professional & Commercial Services,₹162.75,0.00%,₹104.00,₹172.40,56.49%,-5.60%,₹162.75,₹162.75,₹147.86,,0.00%,,5.00%,,,,,0,"3,000","3,000","1,500","1,400",-100.00%,100.00%,100.00%,-100.00%,114.29%,114.29%,7.14%,0.0,₹162.75,14.23,11.44,8.63,32.56%
539400,Mallcom (India) Ltd,1983,₹764 Cr,Small Cap,Professional & Commercial Services,"₹1,283.30",1.46%,"₹1,019.05","₹1,780.00",25.93%,-27.90%,"₹1,269.11","₹1,198.58","₹1,329.87",5.66%,4.90%,9.83%,2.07%,-11.30%,-6.94%,71.11%,400.90%,871,774,"2,564","1,638","1,098",-46.83%,-52.75%,56.52%,-20.67%,-29.50%,133.53%,49.20%,0.5,"₹1,264.85",13.94,92.04,58.21,58.12%
543193,DJ Mediaprint & Logistics Ltd,2009,₹413 Cr,Micro Cap,Professional & Commercial Services,₹114.35,-4.11%,₹94.50,₹212.10,21.01%,-46.09%,₹109.99,₹110.92,₹130.86,-4.43%,-6.08%,2.46%,-18.99%,-30.65%,1.80%,,,"2,762","4,952","5,514","3,793","3,481",-27.18%,30.56%,45.37%,-20.66%,42.25%,58.39%,8.95%,0.7,₹119.25,55.24,2.07,1.83,13.11%
REPRO,Repro India Ltd,1993,₹810 Cr,Small Cap,Professional & Commercial Services,₹572.85,0.30%,₹381.60,₹712.85,50.12%,-19.64%,₹540.86,₹539.82,₹516.25,0.34%,2.39%,6.78%,23.77%,12.08%,-8.42%,51.99%,49.83%,"2,596","10,108","13,846","63,884","49,748",-95.94%,-84.18%,-78.33%,-94.78%,-79.68%,-72.17%,28.42%,0.0,₹571.15, ,-1.44,6.25,-123.04%
543194,Nirmitee Robotics India Ltd,2016,₹37 Cr,Nano Cap,Professional & Commercial Services,₹102.18,0.00%,₹57.00,₹114.30,79.26%,-10.60%,₹100.67,₹98.46,₹87.26,,,,,5.81%,,,,0,,"2,186","2,363","1,938",-100.00%,,-7.48%,-100.00%,,12.76%,21.88%,0.0,₹102.18,61.19,1.67,-2.69,-162.08%
SIS,SIS Ltd,1985,"₹5,350 Cr",Mid Cap,Professional & Commercial Services,₹379.10,1.04%,₹287.90,₹456.30,31.68%,-16.92%,₹369.99,₹358.85,₹353.32,1.66%,4.72%,2.25%,10.64%,13.98%,-14.09%,-19.95%,3.38%,"62,871","79,099","70,116","123,388","121,909",-49.05%,-35.89%,-43.17%,-48.43%,-35.12%,-42.48%,1.21%,0.5,₹375.20,466.01,0.81,11.24,-92.79%
GKWLIMITED,GKW Ltd,1931,"₹1,054 Cr",Small Cap,Residential & Commercial REIT,"₹1,776.70",-0.03%,"₹1,371.00","₹4,149.90",29.59%,-57.19%,"₹1,800.09","₹1,923.83","₹2,200.54",1.07%,0.76%,-10.51%,-1.03%,-22.56%,-50.65%,211.67%,282.50%,194,225,"2,291","1,337","1,232",-85.49%,-83.19%,71.37%,-84.25%,-81.75%,86.00%,8.54%,0.1,"₹1,777.20", ,-30.95,19.91,-255.45%
DMART,Avenue Supermarts Ltd,2000,"₹264,471 Cr",Mega Cap,Food & Drug Retailing,"₹4,083.40",1.41%,"₹3,340.00","₹5,484.85",22.26%,-25.55%,"₹4,248.07","₹4,147.22","₹3,916.21",1.80%,-2.57%,-0.09%,-6.28%,14.43%,-18.98%,3.49%,105.22%,"430,672","981,228","765,194","655,270","582,602",-34.28%,49.74%,16.78%,-26.08%,68.42%,31.34%,12.47%,0.7,"₹4,026.70",98.36,41.51,40.7,1.99%
543540,Pearl Green Clubs and Resorts Ltd,2018,₹29 Cr,Nano Cap,Food & Tobacco,₹126.10,5.00%,₹77.00,₹205.95,63.77%,-38.77%,₹101.56,₹107.17,₹121.26,10.24%,14.64%,,,,-19.94%,-41.46%,,"1,800","11,850","7,200","4,838","4,121",-62.79%,144.96%,48.84%,-56.33%,187.52%,74.70%,17.37%,0.4,₹120.10, ,-0.67,0.76,-188.16%
540146,Aditya Consumer Marketing Ltd,2002,₹77 Cr,Nano Cap,Food & Drug Retailing,₹49.60,-1.80%,₹31.01,₹96.00,59.95%,-48.33%,₹53.83,₹54.00,₹54.19,-3.76%,-5.69%,0.22%,10.52%,-16.82%,-39.83%,,289.02%,"2,000","1,000","1,857","4,333","16,943",-53.85%,-76.92%,-57.14%,-88.20%,-94.10%,-89.04%,-74.42%,0.5,₹50.51, ,-2.62,-2.1,24.76%
538565,Vistar Amar Ltd,1983,₹73 Cr,Nano Cap,Food & Tobacco,₹126.50,0.24%,₹106.80,₹222.03,18.45%,-43.03%,₹125.89,₹126.76,₹129.92,2.30%,-0.35%,0.96%,-7.02%,7.57%,-34.73%,-38.74%,512.00%,397,"1,188","1,457","1,682","2,687",-76.39%,-29.34%,-13.34%,-85.22%,-55.78%,-45.76%,-37.41%,0.2,₹126.20, ,-3.81,7.56,-150.40%
519242,Sarda Proteins Ltd,1991,₹24 Cr,Nano Cap,Food & Tobacco,₹144.30,0.00%,₹93.01,₹144.30,55.14%,,₹139.73,₹135.64,₹118.69,0.00%,,,15.67%,,,,,0,"1,003",463,"3,382","1,907",-100.00%,-70.34%,-86.32%,-100.00%,-47.39%,-75.73%,77.36%,0.0,₹144.30,4810,0.03,-0.33,-109.09%
519152,Vadilal Enterprises Ltd,1985,₹889 Cr,Small Cap,Food & Drug Retailing,"₹10,250.00",0.00%,"₹3,300.00","₹14,620.55",210.61%,-29.89%,"₹10,539.85","₹11,467.59","₹8,966.85",-0.50%,-0.20%,-3.76%,-18.10%,26.15%,183.96%,,1248.68%,3,9,60,114,157,-97.37%,-91.93%,-47.46%,-98.09%,-94.14%,-61.86%,-27.41%,0.0,"₹10,250.00",154.3,66.43,301.34,-77.96%
512565,Neelkanth Ltd,1980,₹21 Cr,Nano Cap,Food & Drug Retailing,₹47.20,0.00%,₹28.80,₹50.35,63.89%,-6.26%,₹47.20,₹45.44,₹41.28,0.00%,,-1.17%,,,2.94%,,,0,20,420,613,338,-100.00%,-96.74%,-31.50%,-100.00%,-94.08%,24.31%,81.48%,0.0,₹47.20,217.48,0.22,0.22,
UMAEXPORTS,UMA Exports Ltd,1988,₹176 Cr,Micro Cap,Food & Tobacco,₹51.90,0.06%,₹48.05,₹151.58,8.01%,-65.76%,₹54.34,₹62.13,₹88.37,2.33%,-0.31%,-13.07%,-33.36%,-50.80%,-40.58%,-5.98%,,"4,022","18,598","74,941","252,482","194,846",-98.41%,-92.63%,-70.32%,-97.94%,-90.45%,-61.54%,29.58%,0.0,₹51.87,49.9,1.04,4.77,-78.20%
CLEDUCATE,CL Educate Ltd,1996,₹517 Cr,Small Cap,Personal & Household Products & Services,₹97.09,0.42%,₹67.50,₹136.98,43.84%,-29.12%,₹92.68,₹90.70,₹99.34,0.61%,4.08%,4.04%,3.56%,-11.90%,7.97%,55.52%,916.65%,"15,494","58,683","49,133","61,466","146,471",-74.79%,-4.53%,-20.06%,-89.42%,-59.94%,-66.46%,-58.04%,0.3,₹96.68, ,-0.06,2.51,-102.39%
517063,Jetking Infotrain Ltd,1983,₹137 Cr,Micro Cap,Software & IT Services,₹230.80,1.99%,₹55.15,₹230.80,318.50%,,₹192.23,₹161.46,₹106.20,3.99%,10.33%,44.11%,117.78%,201.90%,301.39%,438.62%,686.37%,"8,350","1,894","6,052","5,784","7,069",44.37%,-67.25%,4.64%,18.12%,-73.21%,-14.38%,-18.18%,1.4,₹226.30,43.22,5.34,6.11,-12.60%
GULFPETRO,GP Petroleums Ltd,1983,₹227 Cr,Micro Cap,Oil & Gas,₹45.08,-0.55%,₹35.56,₹93.48,26.77%,-51.78%,₹45.31,₹44.99,₹50.92,0.31%,-1.74%,-1.10%,12.03%,-12.40%,-40.26%,3.51%,2.45%,"46,654","138,380","133,392","190,895","193,838",-75.56%,-27.51%,-30.12%,-75.93%,-28.61%,-31.18%,-1.52%,0.2,₹45.33,8.74,5.16,5.75,-10.26%
526397,Alphageo (India) Ltd,1987,₹182 Cr,Micro Cap,Metals & Mining,₹290.00,1.97%,₹216.50,₹522.15,33.95%,-44.46%,₹280.46,₹268.02,₹324.28,2.87%,1.35%,5.67%,15.38%,-30.24%,-36.49%,4.64%,63.43%,133,630,"1,395","1,378","1,593",-90.35%,-54.24%,1.27%,-91.65%,-60.42%,-12.41%,-13.51%,0.1,₹284.40, ,-9.6,11.57,-182.97%
522014,United Drilling Tools Ltd,1985,₹457 Cr,Micro Cap,Oil & Gas Related Equipment and Services,₹225.65,0.49%,₹184.60,₹294.90,22.24%,-23.48%,₹226.98,₹210.24,₹233.26,0.31%,-1.25%,-7.16%,2.57%,-7.92%,-12.72%,-42.53%,70.75%,598,"1,857","11,876","6,031","3,844",-90.09%,-69.21%,96.90%,-84.44%,-51.69%,208.97%,56.92%,0.1,₹224.55,30.58,7.38,6.03,22.39%
RIIL,Reliance Industrial Infrastructure Ltd,1988,"₹1,409 Cr",Small Cap,Construction & Engineering,₹944.20,0.48%,₹726.45,"₹1,395.00",29.97%,-32.32%,₹950.21,₹937.12,₹977.54,1.69%,0.64%,-3.76%,12.31%,-6.70%,-30.11%,-3.82%,122.01%,"44,475","76,505","129,118","187,349","158,089",-76.26%,-59.16%,-31.08%,-71.87%,-51.61%,-18.33%,18.51%,0.2,₹939.65,119.08,7.93,8.88,-10.70%
RELIANCE,Reliance Industries Ltd,1973,"₹2,023,043 Cr",Mega Cap,Oil & Gas,"₹1,481.70",-0.22%,"₹1,114.85","₹1,600.00",32.91%,-7.39%,"₹1,494.04","₹1,454.02","₹1,320.08",-0.19%,-2.59%,3.00%,16.19%,18.26%,-6.05%,22.27%,54.93%,"5,426,045","8,919,416","10,102,826","11,462,308","12,013,743",-52.66%,-22.18%,-11.86%,-54.83%,-25.76%,-15.91%,-4.59%,0.5,"₹1,485.40",28.77,51.47,101.59,-49.34%
532435,Sanmit Infra Ltd,2000,₹168 Cr,Micro Cap,Oil & Gas,₹10.62,-0.09%,₹7.55,₹16.19,40.66%,-34.40%,₹10.92,₹10.63,₹11.18,0.09%,-0.19%,-8.13%,16.19%,-8.21%,-31.70%,-74.25%,-25.11%,"31,707","38,021","59,033","65,490","65,884",-51.59%,-41.94%,-9.86%,-51.87%,-42.29%,-10.40%,-0.60%,0.5,₹10.63,106.2,0.1,0.25,-60.00%
526807,Seamec Ltd,1986,"₹2,145 Cr",Small Cap,Oil & Gas Related Equipment and Services,₹839.85,0.38%,₹785.00,"₹1,664.00",6.99%,-49.53%,₹847.84,₹868.32,"₹1,034.69",0.68%,-1.11%,-2.33%,-14.26%,-15.99%,-44.92%,-9.12%,110.75%,232,630,"1,249","1,468","1,269",-84.20%,-57.07%,-14.95%,-81.72%,-50.34%,-1.62%,15.67%,0.2,₹836.70,23.83,35.25,55.03,-35.94%
530075,Selan Exploration Technology Ltd,1985,₹997 Cr,Small Cap,Oil & Gas,₹656.70,0.18%,₹474.65,"₹1,099.80",38.35%,-40.29%,₹684.94,₹626.13,₹697.19,-0.15%,-2.80%,-11.10%,16.01%,-18.29%,-14.48%,299.57%,491.09%,"2,548","6,106","11,524","9,980","8,661",-74.47%,-38.81%,15.47%,-70.58%,-29.50%,33.05%,15.22%,0.3,₹655.55,13.64,48.16,30.15,59.73%
511034,Jindal Drilling and Industries Ltd,2004,"₹1,771 Cr",Small Cap,Oil & Gas Related Equipment and Services,₹619.80,1.61%,₹561.15,₹990.50,10.45%,-37.43%,₹628.92,₹642.95,₹739.75,2.36%,2.91%,-8.15%,-19.60%,-11.34%,-3.34%,248.40%,784.80%,"13,384","8,159","11,963","20,419","29,776",-34.45%,-60.04%,-41.41%,-55.05%,-72.60%,-59.82%,-31.42%,0.7,₹609.95,8.36,74.5,28.61,160.40%
543805,ResGen Ltd,2018,₹155 Cr,Micro Cap,Oil & Gas,₹85.00,-0.75%,₹67.01,₹182.85,26.85%,-53.51%,₹79.60,₹78.68,₹98.41,2.86%,20.86%,-2.30%,-8.55%,-15.38%,-1.17%,,,"51,000","179,400","70,929","61,672","53,531",-17.30%,190.89%,15.01%,-4.73%,235.13%,32.50%,15.21%,0.8,₹85.64,27.16,3.13,3.13,
500003,Aegis Logistics Ltd,1956,"₹25,911 Cr",Large Cap,Oil & Gas Related Equipment and Services,₹749.55,-0.11%,₹610.50,"₹1,035.70",22.78%,-27.63%,₹766.93,₹796.75,₹783.75,1.72%,0.87%,-3.25%,-4.80%,-8.86%,-16.44%,261.05%,310.60%,"5,755","15,227","41,703","54,347","79,249",-89.41%,-71.98%,-23.27%,-92.74%,-80.79%,-47.38%,-31.42%,0.1,₹750.35,39.66,18.9,16.68,13.31%
530355,Asian Energy Services Ltd,1992,"₹1,318 Cr",Small Cap,Oil & Gas Related Equipment and Services,₹291.05,0.40%,₹214.85,₹444.35,35.47%,-34.50%,₹292.20,₹302.33,₹315.78,0.45%,2.05%,-5.18%,-9.46%,-17.56%,-18.23%,225.01%,228.68%,"2,084","4,413","6,323","10,966","12,934",-81.00%,-59.76%,-42.34%,-83.89%,-65.88%,-51.12%,-15.22%,0.2,₹289.90,9.6,10.75,10.75,
500186,Hindustan Oil Exploration Company Ltd,1996,"₹2,235 Cr",Small Cap,Oil & Gas,₹171.85,-0.20%,₹145.05,₹293.60,18.48%,-41.47%,₹169.73,₹174.68,₹186.75,2.35%,1.93%,-2.33%,-3.29%,-6.35%,-27.35%,2.44%,168.73%,"10,299","47,836","61,466","59,426","58,199",-82.67%,-19.50%,3.43%,-82.30%,-17.81%,5.61%,2.11%,0.2,₹172.20,15.44,11.13,15.29,-27.21%
519359,Poona Dal And Oil Industries Ltd,1993,₹42 Cr,Nano Cap,Food & Tobacco,₹70.00,1.42%,₹57.00,₹102.00,22.81%,-31.37%,₹70.61,₹69.07,₹70.28,0.82%,-2.61%,0.26%,-0.17%,-2.76%,-4.25%,18.24%,129.60%,63,485,607,773,"1,071",-91.85%,-37.18%,-21.48%,-94.12%,-54.67%,-43.34%,-27.84%,0.1,₹69.02,29.41,2.35,1.45,62.07%
508670,Neelamalai Agro Industries Ltd,1943,₹229 Cr,Micro Cap,Food & Tobacco,"₹3,679.90",0.22%,"₹3,116.00","₹5,390.00",18.10%,-31.73%,"₹3,705.62","₹3,718.85","₹3,905.24",-0.81%,-1.87%,-0.54%,3.08%,-5.85%,-12.91%,0.82%,,28,8,31,56,59,-50.30%,-86.15%,-44.55%,-52.49%,-86.77%,-47.00%,-4.42%,0.5,"₹3,672.00",9.87,372.95,637.39,-41.49%
DODLA,Dodla Dairy Ltd,1995,"₹8,570 Cr",Mid Cap,Food & Tobacco,"₹1,459.00",0.75%,₹965.50,"₹1,525.00",51.11%,-4.33%,"₹1,411.79","₹1,295.22","₹1,192.93",1.66%,2.44%,8.78%,27.42%,28.89%,20.31%,198.15%,,"45,794","87,949","115,894","86,187","69,033",-46.87%,2.04%,34.47%,-33.66%,27.40%,67.88%,24.85%,0.5,"₹1,448.20",33.63,43.27,32.74,32.16%
538921,Raghuvansh Agrofarms Ltd,1996,₹95 Cr,Nano Cap,Food & Tobacco,₹80.00,0.00%,₹69.00,₹215.00,15.94%,-62.79%,₹80.00,₹84.15,₹94.25,,,,,,-62.62%,,,0,,625,"2,438","28,656",-100.00%,,-74.36%,-100.00%,,-97.82%,-91.49%,0.0,₹80.00,15.15,5.28,5.47,-3.47%
KOTARISUG,Kothari Sugars and Chemicals Ltd,1960,₹310 Cr,Micro Cap,Food & Tobacco,₹37.54,-0.53%,₹31.30,₹63.15,19.94%,-40.55%,₹37.38,₹38.01,₹41.31,1.21%,-0.21%,-1.34%,5.45%,-11.02%,-38.78%,8.21%,183.40%,"27,177","29,454","38,067","59,477","72,649",-54.31%,-50.48%,-36.00%,-62.59%,-59.46%,-47.60%,-18.13%,0.5,₹37.74,29.8,1.26,1.34,-5.97%
GAEL,Gujarat Ambuja Exports Ltd,1991,"₹5,075 Cr",Mid Cap,Food & Tobacco,₹111.80,0.23%,₹98.72,₹151.91,13.25%,-26.40%,₹111.73,₹114.58,₹118.58,1.24%,0.45%,-3.59%,-11.62%,-0.78%,-18.50%,-30.07%,202.98%,"242,055","362,613","441,126","708,764","1,072,908",-65.85%,-48.84%,-37.76%,-77.44%,-66.20%,-58.89%,-33.94%,0.3,₹111.54,20.55,5.44,7.66,-28.98%
519105,Avt Natural Products Ltd,1986,"₹1,013 Cr",Small Cap,Food & Tobacco,₹71.40,4.98%,₹51.00,₹97.96,40.00%,-27.11%,₹65.86,₹65.45,₹69.88,6.72%,7.31%,8.95%,17.47%,0.38%,-20.94%,-24.94%,84.82%,"19,747","14,496","15,369","11,327","13,305",74.34%,27.98%,35.69%,48.42%,8.95%,15.52%,-14.87%,1.7,₹68.01,22.5,3.17,3.34,-5.09%
531923,Dhampure Speciality Sugars Ltd,1992,₹79 Cr,Nano Cap,Food & Tobacco,₹95.38,1.22%,₹77.99,₹142.00,22.30%,-32.83%,₹95.58,₹93.46,₹102.23,1.22%,-1.42%,2.59%,-7.61%,-13.37%,2.81%,136.38%,651.02%,720,"4,389","7,671","6,162","5,363",-88.32%,-28.78%,24.50%,-86.58%,-18.17%,43.03%,14.89%,0.1,₹94.23,27.65,3.45,1.84,87.50%
TATACONSUM,Tata Consumer Products Ltd,1962,"₹106,474 Cr",Large Cap,Food & Tobacco,"₹1,081.50",0.01%,₹882.90,"₹1,247.37",22.49%,-13.30%,"₹1,097.77","₹1,111.66","₹1,028.44",0.91%,-1.49%,-0.18%,-3.45%,13.18%,-8.06%,36.15%,155.67%,"1,190,602","715,653","1,070,306","1,191,781","1,525,585",-0.10%,-39.95%,-10.19%,-21.96%,-53.09%,-29.84%,-21.88%,1.0,"₹1,081.80",82.91,13.06,11.82,10.49%
509966,VST Industries Ltd,1930,"₹5,056 Cr",Mid Cap,Food & Tobacco,₹296.25,-0.94%,₹235.25,₹486.70,25.93%,-39.13%,₹292.51,₹288.50,₹306.02,-0.68%,5.15%,4.18%,1.27%,-4.00%,-21.55%,4.93%,-3.73%,"34,167","90,508","66,739","52,963","48,387",-35.49%,70.89%,26.01%,-29.39%,87.05%,37.93%,9.46%,0.6,₹299.05,17.43,17.1,175.79,-90.27%
APEX,Apex Frozen Foods Ltd,2012,₹750 Cr,Small Cap,Food & Tobacco,₹245.29,1.21%,₹186.55,₹324.00,31.49%,-24.29%,₹241.68,₹231.38,₹233.78,1.27%,-1.63%,1.15%,13.54%,4.31%,8.81%,-17.45%,1.59%,"24,943","25,573","67,352","76,909","92,789",-67.57%,-66.75%,-12.43%,-73.12%,-72.44%,-27.41%,-17.11%,0.3,₹242.35,197.68,1.24,4.72,-73.73%
533210,Kriti Nutrients Limited,1996,₹556 Cr,Small Cap,Food & Tobacco,₹109.95,1.01%,₹84.99,₹166.90,29.37%,-34.12%,₹113.24,₹113.41,₹117.55,0.83%,-1.39%,-7.95%,5.89%,-3.85%,-7.91%,142.98%,311.03%,955,"2,216","2,161","4,455","4,712",-78.56%,-50.25%,-51.49%,-79.73%,-52.96%,-54.13%,-5.45%,0.2,₹108.85,14.94,7.38,9.38,-21.32%
ASPINWALL,Aspinwall and Company Ltd,1920,₹229 Cr,Micro Cap,Freight & Logistics Services,₹293.15,0.64%,₹220.35,₹345.90,33.04%,-15.25%,₹292.24,₹286.60,₹282.38,1.00%,-1.59%,2.70%,14.84%,3.29%,-3.03%,70.83%,140.39%,360,"3,293","7,509","9,704","13,996",-96.29%,-66.07%,-22.62%,-97.43%,-76.48%,-46.35%,-30.67%,0.0,₹291.30,15.77,18.59,16.39,13.42%
538564,James Warren Tea Ltd,2009,₹123 Cr,Micro Cap,Food & Tobacco,₹328.10,-1.49%,₹210.25,₹479.80,56.05%,-31.62%,₹328.98,₹331.27,₹336.80,-1.26%,-2.38%,-1.80%,6.53%,-10.89%,46.93%,54.33%,262.34%,554,832,"1,454","1,961","2,274",-71.75%,-57.56%,-25.86%,-75.64%,-63.40%,-36.07%,-13.77%,0.3,₹333.05,1.2,274.04,24.24,1030.53%
519463,IB Infotech Enterprises Ltd,1987,₹24 Cr,Nano Cap,Software & IT Services,₹188.10,2.37%,₹132.50,₹244.90,41.96%,-23.19%,₹187.40,₹178.08,₹182.41,-2.74%,7.21%,-3.54%,6.51%,5.08%,36.30%,623.46%,,4,70,85,231,188,-98.27%,-69.75%,-63.46%,-97.88%,-62.82%,-55.09%,22.90%,0.0,₹183.75,32.49,5.79,5.5,5.27%
500041,Bannari Amman Sugars Ltd,1983,"₹4,731 Cr",Small Cap,Food & Tobacco,"₹3,688.30",-1.47%,"₹2,611.10","₹4,674.95",41.25%,-21.11%,"₹3,874.61","₹4,014.40","₹3,737.47",-1.46%,-1.91%,-5.90%,0.27%,2.77%,11.81%,68.42%,261.95%,0,47,42,100,87,-100.00%,-53.19%,-58.66%,-100.00%,-46.01%,-52.32%,15.34%,0.0,"₹3,743.25",44.19,83.47,115.75,-27.89%
526723,NTC Industries Ltd,1991,₹273 Cr,Micro Cap,Food & Tobacco,₹186.15,0.62%,₹124.50,₹294.90,49.52%,-36.88%,₹192.34,₹194.63,₹209.53,-0.40%,-1.53%,-3.62%,-10.40%,-15.46%,46.52%,123.87%,614.59%,"6,394","2,041","4,682","3,723","6,128",71.77%,-45.16%,25.78%,4.34%,-66.69%,-23.60%,-39.26%,1.7,₹185.00,21.18,8.79,2.6,238.08%
519475,Chordia Food Products Ltd,1982,₹33 Cr,Nano Cap,Real Estate Operations,₹80.00,0.00%,₹62.35,₹102.00,28.31%,-21.57%,₹79.39,₹80.40,₹82.04,0.00%,,-2.44%,2.96%,-3.61%,-10.90%,-38.93%,-22.82%,1,126,270,213,326,-99.53%,-40.77%,26.89%,-99.69%,-61.40%,-17.30%,-34.83%,0.0,₹80.00,59.26,1.35,1.87,-27.81%
541974,Manorama Industries Ltd,2005,"₹8,751 Cr",Mid Cap,Food & Tobacco,"₹1,568.75",-2.45%,₹610.00,"₹1,617.15",157.17%,-2.99%,"₹1,441.99","₹1,412.43","₹1,150.65",3.76%,5.47%,10.49%,54.27%,52.25%,141.61%,605.06%,1623.90%,"12,147","17,171","11,131","13,347","10,197",-8.99%,28.66%,-16.60%,19.13%,68.40%,9.17%,30.89%,0.9,"₹1,608.15",85.56,18.35,7.05,160.28%
519457,Virat Crane Industries Ltd,1992,₹101 Cr,Micro Cap,Food & Tobacco,₹48.20,0.67%,₹43.99,₹87.00,9.57%,-44.60%,₹48.47,₹49.54,₹56.32,1.28%,-0.62%,-2.82%,-9.53%,-10.11%,-35.88%,60.13%,186.90%,338,"2,942","3,877","3,785","5,239",-91.07%,-22.25%,2.45%,-93.55%,-43.84%,-26.00%,-27.77%,0.1,₹47.88,21.46,2.28,4.84,-52.89%
BALRAMCHIN,Balrampur Chini Mills Ltd,1975,"₹12,439 Cr",Mid Cap,Food & Tobacco,₹618.00,-0.71%,₹419.05,₹691.80,47.48%,-10.67%,₹597.26,₹586.06,₹549.65,1.23%,2.74%,1.31%,11.51%,25.61%,37.27%,68.37%,397.38%,"135,594","535,100","314,980","396,149","514,190",-65.77%,35.08%,-20.49%,-73.63%,4.07%,-38.74%,-22.96%,0.3,₹622.80,28.64,21.57,26.31,-18.02%
519421,KSE Ltd,1963,₹730 Cr,Small Cap,Food & Tobacco,"₹2,350.25",-0.33%,"₹1,765.00","₹2,990.00",33.16%,-21.40%,"₹2,255.62","₹2,214.66","₹2,194.77",2.81%,0.87%,3.53%,16.93%,17.06%,-2.53%,19.97%,60.02%,406,"2,790","2,661","3,182","2,115",-87.24%,-12.31%,-16.38%,-80.80%,31.96%,25.83%,50.49%,0.1,"₹2,358.05",8.24,285.34,115.64,146.75%
NATHBIOGEN,Nath Bio-Genes (I) Ltd,1993,₹429 Cr,Micro Cap,Food & Tobacco,₹199.00,-3.99%,₹137.55,₹247.90,44.67%,-19.73%,₹212.35,₹197.36,₹180.77,-8.79%,-15.26%,-2.10%,18.32%,13.01%,-16.21%,3.97%,-40.00%,"167,836","68,376","61,134","49,501","38,232",239.06%,38.13%,23.50%,338.99%,78.84%,59.90%,29.47%,3.4,₹207.27,10.02,19.86,20.93,-5.11%
